id,date,source_medium,sessions,users,new_users,transactions,purchase_revenue,add_to_carts,checkouts,created_at
4429,2026-01-30,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],13,13,7,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4437,2026-01-30,rptn / whatsapp,12,8,10,0,0.00,1,1,2026-03-13 11:33:29.895987+00
4445,2026-01-30,facebook / cpc_[CJ2] [AUTO] [FB IG] [FRIO] [ADVANTAGE ] [HM] [BR] [18-65 ],8,8,7,0,0.00,2,1,2026-03-13 11:33:29.895987+00
4449,2026-01-30,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX SITE] [HM] [BR] [18-65+],6,6,5,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4463,2026-01-30,shopify.com / referral,4,3,2,0,0.00,1,0,2026-03-13 11:33:29.895987+00
4474,2026-01-30,l.instagram.com / referral,3,3,2,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4475,2026-01-30,l.wl.co / referral,3,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4482,2026-01-30,l.facebook.com / referral,2,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4501,2026-01-30,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4502,2026-01-30,adsmanager.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4503,2026-01-30,service.pagbrasil.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4504,2026-01-30,shopify_email / email,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4417,2026-01-31,google / cpc,20,13,8,0,0.00,3,2,2026-03-13 11:33:29.895987+00
4401,2026-01-31,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+],49,48,50,2,0.02,20,18,2026-03-13 11:33:29.895987+00
4402,2026-01-31,facebook / paid,47,46,44,1,0.02,14,11,2026-03-13 11:33:29.895987+00
4408,2026-01-31,(direct) / (none),39,34,30,0,0.00,8,7,2026-03-13 11:33:29.895987+00
4431,2026-01-31,ig / social,13,11,11,3,297.65,15,3,2026-03-13 11:33:29.895987+00
4439,2026-01-31,facebook / cpc_[CJ2] [AUTO] [FB IG] [FRIO] [ADVANTAGE ] [HM] [BR] [18-65 ],10,8,8,0,0.00,7,4,2026-03-13 11:33:29.895987+00
4441,2026-01-31,google / organic,9,8,8,0,0.00,2,2,2026-03-13 11:33:29.895987+00
4455,2026-01-31,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],5,5,3,0,0.00,2,2,2026-03-13 11:33:29.895987+00
4464,2026-01-31,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+],4,3,3,0,0.00,2,2,2026-03-13 11:33:29.895987+00
4465,2026-01-31,rptn / whatsapp,4,4,3,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4476,2026-01-31,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX SITE] [HM] [BR] [18-65+],3,3,3,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4477,2026-01-31,l.instagram.com / referral,3,2,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4483,2026-01-31,facebook / cpc_{{adset.name}},2,2,2,1,0.01,3,2,2026-03-13 11:33:29.895987+00
4505,2026-01-31,instagram.com / referral,1,1,1,1,0.01,1,1,2026-03-13 11:33:29.895987+00
4506,2026-01-31,l.wl.co / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4424,2026-02-01,(direct) / (none),17,16,16,2,280.51,11,8,2026-03-13 11:33:29.895987+00
4426,2026-02-01,google / cpc,14,11,9,2,99.22,5,4,2026-03-13 11:33:29.895987+00
4396,2026-02-01,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+],77,76,73,3,0.03,38,20,2026-03-13 11:33:29.895987+00
4399,2026-02-01,facebook / paid,59,56,49,5,0.05,20,16,2026-03-13 11:33:29.895987+00
4432,2026-02-01,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX SITE] [HM] [BR] [18-65+],13,12,6,0,0.00,1,1,2026-03-13 11:33:29.895987+00
4433,2026-02-01,ig / social,13,13,9,1,38.90,3,4,2026-03-13 11:33:29.895987+00
4438,2026-02-01,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],12,12,9,0,0.00,1,1,2026-03-13 11:33:29.895987+00
4442,2026-02-01,facebook / cpc_[CJ2] [AUTO] [FB IG] [FRIO] [ADVANTAGE ] [HM] [BR] [18-65 ],9,7,7,0,0.00,8,3,2026-03-13 11:33:29.895987+00
4450,2026-02-01,google / organic,6,5,2,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4484,2026-02-01,rptn / whatsapp,2,2,1,0,0.00,1,1,2026-03-13 11:33:29.895987+00
4507,2026-02-01,bing / organic,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4508,2026-02-01,chatgpt.com / (not set),1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4509,2026-02-01,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+],1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4510,2026-02-01,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],1,1,0,0,0.00,0,1,2026-03-13 11:33:29.895987+00
4511,2026-02-01,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4412,2026-02-02,(direct) / (none),32,28,25,4,0.04,10,12,2026-03-13 11:33:29.895987+00
4414,2026-02-02,ig / social,27,27,26,2,0.02,13,10,2026-03-13 11:33:29.895987+00
4415,2026-02-02,google / cpc,26,18,12,1,99.21,2,2,2026-03-13 11:33:29.895987+00
4397,2026-02-02,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+],70,62,60,1,0.01,21,19,2026-03-13 11:33:29.895987+00
4407,2026-02-02,facebook / paid,40,40,39,0,0.00,19,9,2026-03-13 11:33:29.895987+00
4434,2026-02-02,google / organic,13,11,10,1,99.90,3,1,2026-03-13 11:33:29.895987+00
4440,2026-02-02,facebook / cpc_[CJ1]+[AUTO]+[FB+++IG]+[FRIO]+[INTERESSES]+[HM]+[BR]+[18-65+]+—+Cópia,10,10,10,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4451,2026-02-02,l.instagram.com / referral,6,5,3,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4452,2026-02-02,m.facebook.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4456,2026-02-02,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],5,5,1,1,63.02,2,1,2026-03-13 11:33:29.895987+00
4457,2026-02-02,facebook / cpc_[CJ2]+[AUTO]+[FB+++IG]+[FRIO]+[ADVANTAGE+]+[HM]+[BR]+[18-65+]+—+Cópia,5,5,5,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4458,2026-02-02,rptn / whatsapp,5,5,5,1,0.01,1,2,2026-03-13 11:33:29.895987+00
4485,2026-02-02,(not set),2,2,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4486,2026-02-02,chatgpt.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4487,2026-02-02,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,2,2,1,0,0.00,1,1,2026-03-13 11:33:29.895987+00
4488,2026-02-02,facebook / cpc_[CJ2] [AUTO] [FB IG] [FRIO] [ADVANTAGE ] [HM] [BR] [18-65 ],2,2,2,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4489,2026-02-02,facebook / cpc_{{adset.name}},2,2,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4512,2026-02-02,IGShopping / Social,1,1,1,1,286.21,4,3,2026-03-13 11:33:29.895987+00
4513,2026-02-02,adsmanager.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4514,2026-02-02,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX SITE] [HM] [BR] [18-65+],1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4515,2026-02-02,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4516,2026-02-02,facebook / cpc_[CJ1]+[AUTO]+[FB+++IG]+[QUENTE]+[MIX+QUENTE]+[HM]+[BR]+[18-65+]+—+Cópia,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4416,2026-02-03,google / organic,26,19,14,1,0.01,1,1,2026-03-13 11:33:29.895987+00
4418,2026-02-03,google / cpc,19,15,10,1,99.90,3,3,2026-03-13 11:33:29.895987+00
4427,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],14,12,10,1,0.01,3,2,2026-03-13 11:33:29.895987+00
4428,2026-02-03,ig / social,14,14,11,0,0.00,1,1,2026-03-13 11:33:29.895987+00
4405,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,45,43,34,5,0.06,32,20,2026-03-13 11:33:29.895987+00
4409,2026-02-03,(direct) / (none),38,32,29,1,0.01,19,12,2026-03-13 11:33:29.895987+00
4443,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,9,8,7,0,0.00,2,5,2026-03-13 11:33:29.895987+00
4447,2026-02-03,admin.shopify.com / referral,7,2,0,0,0.00,2,5,2026-03-13 11:33:29.895987+00
4453,2026-02-03,m.facebook.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4459,2026-02-03,facebook / paid,5,4,3,1,0.01,2,2,2026-03-13 11:33:29.895987+00
4466,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,4,4,2,0,0.00,5,1,2026-03-13 11:33:29.895987+00
4467,2026-02-03,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+] — Cópia,4,3,2,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4468,2026-02-03,l.instagram.com / referral,4,4,3,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4469,2026-02-03,rptn / whatsapp,4,3,3,0,0.00,1,2,2026-03-13 11:33:29.895987+00
4490,2026-02-03,(not set),2,2,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4491,2026-02-03,facebook / cpc_[CJ1]+[AUTO]+[FB+++IG]+[QUENTE]+[MIX+QUENTE]+[HM]+[BR]+[18-65+]+—+Cópia,2,2,2,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4492,2026-02-03,facebook.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4493,2026-02-03,rptn / email,2,1,0,1,93.50,1,1,2026-03-13 11:33:29.895987+00
4517,2026-02-03,adsmanager.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4518,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+],1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4519,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB IG] [FRIO] [INTERESSES] [HM] [BR] [18-65 ] — Cópia,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4520,2026-02-03,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4521,2026-02-03,facebook / cpc_{{adset.name}},1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4522,2026-02-03,judge.me / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4411,2026-02-04,(direct) / (none),34,30,24,0,0.00,5,7,2026-03-13 11:33:29.895987+00
4413,2026-02-04,ig / social,29,25,22,1,0.01,12,8,2026-03-13 11:33:29.895987+00
4421,2026-02-04,google / cpc,18,12,6,1,0.01,0,1,2026-03-13 11:33:29.895987+00
4404,2026-02-04,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,46,43,30,5,0.05,35,24,2026-03-13 11:33:29.895987+00
4435,2026-02-04,google / organic,13,11,4,1,0.01,3,3,2026-03-13 11:33:29.895987+00
4444,2026-02-04,rptn / whatsapp,9,9,9,0,0.00,2,2,2026-03-13 11:33:29.895987+00
4448,2026-02-04,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,7,7,4,0,0.00,2,1,2026-03-13 11:33:29.895987+00
4460,2026-02-04,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],5,5,3,1,0.01,4,4,2026-03-13 11:33:29.895987+00
4461,2026-02-04,judge.me / referral,5,4,3,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4470,2026-02-04,admin.shopify.com / referral,4,2,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4471,2026-02-04,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+] — Cópia,4,4,4,0,0.00,2,2,2026-03-13 11:33:29.895987+00
4472,2026-02-04,facebook / cpc_{{adset.name}},4,4,3,1,0.01,2,2,2026-03-13 11:33:29.895987+00
4473,2026-02-04,l.instagram.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4478,2026-02-04,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,3,3,2,0,0.00,4,2,2026-03-13 11:33:29.895987+00
4479,2026-02-04,shopify_email / email,3,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4494,2026-02-04,adsmanager.facebook.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4495,2026-02-04,bing / organic,2,2,2,0,0.00,2,1,2026-03-13 11:33:29.895987+00
4496,2026-02-04,shopify.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4523,2026-02-04,(not set),1,1,0,0,0.00,1,0,2026-03-13 11:33:29.895987+00
4524,2026-02-04,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4525,2026-02-04,facebook / paid,1,1,0,1,0.01,0,0,2026-03-13 11:33:29.895987+00
4526,2026-02-04,facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4527,2026-02-04,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:29.895987+00
4536,2026-02-05,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,25,23,17,1,0.01,12,11,2026-03-13 11:33:30.792414+00
4537,2026-02-05,google / organic,25,20,18,0,0.00,1,3,2026-03-13 11:33:30.792414+00
4544,2026-02-05,(direct) / (none),19,17,14,1,0.01,5,4,2026-03-13 11:33:30.792414+00
4549,2026-02-05,ig / social,13,13,13,0,0.00,5,3,2026-03-13 11:33:30.792414+00
4556,2026-02-05,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],11,8,4,0,0.00,0,3,2026-03-13 11:33:30.792414+00
4559,2026-02-05,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,9,8,9,0,0.00,1,0,2026-03-13 11:33:30.792414+00
4565,2026-02-05,rptn / whatsapp,7,7,6,1,38.91,1,1,2026-03-13 11:33:30.792414+00
4581,2026-02-05,google / cpc,4,3,2,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4582,2026-02-05,l.instagram.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4589,2026-02-05,(not set),3,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4590,2026-02-05,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+],3,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4591,2026-02-05,facebook / paid,3,3,3,0,0.00,2,2,2026-03-13 11:33:30.792414+00
4604,2026-02-05,bing / organic,2,2,2,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4605,2026-02-05,facebook / cpc_[CJ1] [AUTO] [FB IG] [FRIO] [INTERESSES] [HM] [BR] [18-65 ] — Cópia,2,2,2,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4606,2026-02-05,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,2,2,2,0,0.00,1,1,2026-03-13 11:33:30.792414+00
4607,2026-02-05,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],2,2,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4608,2026-02-05,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+] — Cópia,2,2,2,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4630,2026-02-05,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4631,2026-02-05,pt-br.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4632,2026-02-05,service.pagbrasil.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4633,2026-02-05,shopify_email / email,1,1,0,0,0.00,2,1,2026-03-13 11:33:30.792414+00
4530,2026-02-06,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,41,37,26,3,0.03,23,15,2026-03-13 11:33:30.792414+00
4538,2026-02-06,google / organic,25,21,17,2,300.43,13,10,2026-03-13 11:33:30.792414+00
4546,2026-02-06,ig / social,16,15,14,1,0.02,10,5,2026-03-13 11:33:30.792414+00
4547,2026-02-06,(direct) / (none),15,14,11,2,0.03,3,6,2026-03-13 11:33:30.792414+00
4575,2026-02-06,admin.shopify.com / referral,5,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4576,2026-02-06,rptn / whatsapp,5,4,2,0,0.00,5,3,2026-03-13 11:33:30.792414+00
4583,2026-02-06,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,4,4,4,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4584,2026-02-06,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],4,3,3,1,0.01,5,4,2026-03-13 11:33:30.792414+00
4585,2026-02-06,facebook / paid,4,4,3,1,0.01,2,2,2026-03-13 11:33:30.792414+00
4609,2026-02-06,IGShopping / Social,2,2,2,0,0.00,1,1,2026-03-13 11:33:30.792414+00
4610,2026-02-06,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,2,1,1,0,0.00,4,1,2026-03-13 11:33:30.792414+00
4611,2026-02-06,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+],2,1,0,0,0.00,0,2,2026-03-13 11:33:30.792414+00
4612,2026-02-06,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+] — Cópia,2,2,2,0,0.00,1,0,2026-03-13 11:33:30.792414+00
4613,2026-02-06,google / cpc,2,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4614,2026-02-06,judge.me / referral,2,2,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4634,2026-02-06,4paqqqdrj11crm4c-89543115055.shopifypreview.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4635,2026-02-06,adsmanager.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4636,2026-02-06,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],1,1,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4637,2026-02-06,facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4528,2026-02-07,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,47,47,37,2,0.03,31,18,2026-03-13 11:33:30.792414+00
4541,2026-02-07,(direct) / (none),20,16,16,4,99.24,1,11,2026-03-13 11:33:30.792414+00
4553,2026-02-07,ig / social,12,11,10,2,0.03,3,4,2026-03-13 11:33:30.792414+00
4560,2026-02-07,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],9,9,8,0,0.00,2,1,2026-03-13 11:33:30.792414+00
4566,2026-02-07,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,7,6,4,1,0.01,6,4,2026-03-13 11:33:30.792414+00
4570,2026-02-07,google / cpc,6,5,3,1,99.21,1,1,2026-03-13 11:33:30.792414+00
4571,2026-02-07,rptn / whatsapp,6,6,5,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4592,2026-02-07,IGShopping / Social,3,2,2,0,0.00,1,1,2026-03-13 11:33:30.792414+00
4593,2026-02-07,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,3,3,3,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4615,2026-02-07,(not set),2,1,0,1,99.90,0,2,2026-03-13 11:33:30.792414+00
4616,2026-02-07,google / organic,2,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4638,2026-02-07,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4639,2026-02-07,facebook / paid,1,1,1,0,0.00,0,4,2026-03-13 11:33:30.792414+00
4640,2026-02-07,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4641,2026-02-07,judge.me / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4642,2026-02-07,l.instagram.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4643,2026-02-07,l.wl.co / referral,1,1,0,1,0.01,1,1,2026-03-13 11:33:30.792414+00
4644,2026-02-07,shopify_email / email,1,1,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4529,2026-02-08,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,47,44,36,2,0.03,25,16,2026-03-13 11:33:30.792414+00
4554,2026-02-08,google / organic,12,11,9,0,0.00,14,7,2026-03-13 11:33:30.792414+00
4557,2026-02-08,(direct) / (none),11,9,8,1,70.02,4,4,2026-03-13 11:33:30.792414+00
4561,2026-02-08,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,9,9,8,1,0.01,2,2,2026-03-13 11:33:30.792414+00
4562,2026-02-08,ig / social,9,9,9,0,0.00,14,0,2026-03-13 11:33:30.792414+00
4577,2026-02-08,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65+],5,5,2,1,38.90,1,1,2026-03-13 11:33:30.792414+00
4586,2026-02-08,google / cpc,4,2,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4587,2026-02-08,rptn / whatsapp,4,4,3,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4594,2026-02-08,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,3,3,1,1,0.01,1,2,2026-03-13 11:33:30.792414+00
4595,2026-02-08,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [VISITANTES DO SITE] [HM] [BR] [18-65 ],3,2,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4596,2026-02-08,facebook / cpc_[CJ2] [AUTO] [FB + IG] [FRIO] [ADVANTAGE+] [HM] [BR] [18-65+] — Cópia,3,3,3,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4617,2026-02-08,facebook / paid,2,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4645,2026-02-08,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4646,2026-02-08,IGShopping / Social,1,1,1,1,0.01,1,1,2026-03-13 11:33:30.792414+00
4647,2026-02-08,facebook / cpc_{{adset.name}},1,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4542,2026-02-09,facebook / cpc_[CJ1] [AUTO] [FB + IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65+] — Cópia,20,19,15,1,0.02,17,10,2026-03-13 11:33:30.792414+00
4543,2026-02-09,google / organic,20,18,12,1,99.90,5,6,2026-03-13 11:33:30.792414+00
4545,2026-02-09,ig / social,19,19,15,0,0.00,3,4,2026-03-13 11:33:30.792414+00
4548,2026-02-09,(direct) / (none),14,13,8,0,0.00,2,2,2026-03-13 11:33:30.792414+00
4550,2026-02-09,google / cpc,13,7,2,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4567,2026-02-09,(not set),7,7,2,0,0.00,1,1,2026-03-13 11:33:30.792414+00
4572,2026-02-09,facebook / cpc_[CJ1] [AUTO] [FB + IG] [FRIO] [INTERESSES] [HM] [BR] [18-65+] — Cópia,6,6,3,0,0.00,5,2,2026-03-13 11:33:30.792414+00
4573,2026-02-09,rptn / whatsapp,6,6,4,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4578,2026-02-09,l.instagram.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4588,2026-02-09,facebook / cpc_[CJ1] [AUTO] [FB IG] [QUENTE] [MIX QUENTE] [HM] [BR] [18-65 ] — Cópia,4,4,3,1,0.01,1,2,2026-03-13 11:33:30.792414+00
4597,2026-02-09,admin.shopify.com / referral,3,2,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4598,2026-02-09,facebook / paid,3,2,1,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4618,2026-02-09,adsmanager.facebook.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:33:30.792414+00
4619,2026-02-09,bing / organic,2,2,2,0,0.00,0,0,2026-03-13 11:33:30.792414+00
